station_id,n_years,days_below_trend,days_below_p,days_below_sen,nm7q_trend,nm7q_p,nm7q_sen,min_year,days_below_p_fdr,nm7q_p_fdr
DESM_DEXX580430,34,no trend,0.2992115611491839,0.17857142857142858,no trend,0.8890947898386434,0.00602721088435373,2010,0.3691304139263128,0.9171983607818189
DESM_DEXX580520,34,no trend,0.44771724277486147,0.1724137931034483,no trend,0.744891472543834,-0.01448351648351644,2022,0.5151618274236386,0.803051167096806
DESM_DEXX580601,34,increasing,0.0209620396487753,0.7272727272727273,decreasing,0.01632203135091892,-0.20837662337662363,2006,0.03762686116955166,0.03255338474988829
DESM_DEXX580790,34,increasing,0.02890995589641987,0.9166666666666666,decreasing,0.03932623938872615,-0.2615624999999999,2022,0.04918802922661011,0.06466485916112616
DESM_DEXX581591,34,no trend,0.2850180897026915,0.08333333333333333,no trend,0.1585421766189281,-0.01354395604395605,2022,0.3540536131600908,0.20925235811101173
DESM_DEXX582670,34,no trend,0.9876347732639621,0.0,no trend,0.5664461417662239,-0.020428571428571417,2001,0.9987630523993307,0.633332440632741
DESM_DEXX585920,34,increasing,6.5172570202776114e-6,1.896551724137931,decreasing,0.00018834763162978163,-0.018742857142857137,2022,0.00015597968468531083,0.0015724837152346887
DESM_DEXX586280,34,no trend,0.06520717421940603,-0.13333333333333333,no trend,0.17765391067092295,0.0014285714285714372,2001,0.0996143640202841,0.22859410011061412
DESM_DEXX587020,34,increasing,0.00007780085950059856,1.6666666666666667,decreasing,0.001339669632830276,-0.07326530612244893,2019,0.0006206779680158863,0.0055280620481157365
DESM_DEXX603000,34,increasing,0.0010780589400980478,0.09090909090909091,decreasing,0.006697505189175779,-1.1248742857142855,2015,0.0037575064028660113,0.018215184567531094
DESM_DEXX603080,34,no trend,0.24200338923679654,0.0,decreasing,0.01632203135091892,-2.067971428571428,2015,0.3069936987138161,0.03255338474988829
